row,TIC,split,sector,camera,ccd,detector_x,detector_y
1883,261259839,val,1,4,2,1939.2122528415887,194.2592854738649
1929,261257163,val,1,4,2,1900.8175374175808,205.39034653880628
1956,261238689,val,1,4,2,1886.1332937102973,198.88804136113336
1961,261236025,val,1,4,2,1880.6522777963821,195.52103685575065
1966,261236013,val,1,4,2,1876.0887623190767,197.36626430469616
1967,261238670,val,1,4,2,1877.027250010767,200.22278365288054
1981,261257156,val,1,4,2,1900.0583455199442,208.28576258302408
6,261236568,test,1,4,2,2081.8255766487528,4.8608923582757235
12,261236555,test,1,4,2,2070.6398080229956,4.011486390785272
26,261239166,test,1,4,2,2065.5067586819196,23.616481544758958
49,261206874,test,1,4,2,2049.9956330979026,13.391027909439629
67,261204438,test,1,4,2,2021.9990643738722,13.969770127222116
71,261156580,test,1,4,2,2018.6159082202328,3.7583694003079753
97,261257595,test,1,4,2,2075.8353919573083,42.370911104608666
122,261257569,test,1,4,2,2065.558393303748,51.89090514015527
143,261239131,test,1,4,2,2059.753314909485,39.74808169789364
175,261239098,test,1,4,2,2038.6274360200666,48.91965415899003
176,261236461,test,1,4,2,2039.945546821878,40.59931260680968
177,261236462,test,1,4,2,2040.9039538407867,41.00228488568143
194,261257531,test,1,4,2,2045.6406749682244,60.63910293365708
212,261257489,test,1,4,2,2026.8422028093314,78.54075869572269
216,261239084,test,1,4,2,2032.803986053185,56.60927115641621
248,261239023,test,1,4,2,2009.6927866318326,76.68372967096198
267,261204416,test,1,4,2,2013.598219580924,21.154503017248047
268,261204413,test,1,4,2,2012.5933164557596,22.900332312278934
306,392026017,test,1,4,2,1989.0787998515902,12.00652685395528
324,261156487,test,1,4,2,1978.5791074830609,36.29193075495179
325,261156484,test,1,4,2,1978.8503820412839,37.9373922808483
354,261206737,test,1,4,2,1981.2014360388146,65.29611381956664
379,392025966,test,1,4,2,1957.9269193017872,40.0438989695838
382,392025957,test,1,4,2,1955.0307990453732,45.40480934639105
444,261139821,test,1,4,2,1931.6796438764495,20.906739794715154
445,261139817,test,1,4,2,1926.059903863449,20.878588990569323
482,392013386,test,1,4,2,1936.7730333953045,48.10990401475737
511,261137379,test,1,4,2,1892.5253216077722,30.67354129113437
615,261089303,test,1,4,2,1821.0080069716344,27.301605840885145
619,261089343,test,1,4,2,1830.3994511174985,6.190226457896567
624,261063106,test,1,4,2,1820.9733415042092,2.7811130561023933
629,261089321,test,1,4,2,1824.7370217967007,16.37134456204091
633,261089285,test,1,4,2,1808.9706856276046,24.859047587411904
658,261060769,test,1,4,2,1790.1001479596177,16.975316078886454
678,261260129,test,1,4,2,2038.508874006556,90.55688250411055
685,261257471,test,1,4,2,2025.9272196330207,93.84273960850936
691,261257476,test,1,4,2,2020.622265107265,84.89155366299764
692,261257479,test,1,4,2,2025.2165300815566,88.85030226539331
698,261260117,test,1,4,2,2034.0518264711407,98.27550165553825
740,261238961,test,1,4,2,1992.2397873526972,101.9028669488918
773,261260038,test,1,4,2,2002.2200506295414,128.9096374410081
789,261257382,test,1,4,2,1984.8797805284228,131.8906768671309
824,261236222,test,1,4,2,1944.463124015991,123.18770303815823
839,261206701,test,1,4,2,1971.4963397618264,82.18623327458135
861,261204223,test,1,4,2,1942.8573617713223,93.67508929092735
870,261156386,test,1,4,2,1949.863386733282,73.44116255779315
893,261156336,test,1,4,2,1924.3325570597729,86.0798932137167
900,392025846,test,1,4,2,1909.653412853999,80.85650969137056
931,261206600,test,1,4,2,1934.3647315419723,112.7253608315719
965,261204155,test,1,4,2,1909.5026667805582,110.43669686179169
973,261156271,test,1,4,2,1892.0017859571074,108.16337934005817
991,261238869,test,1,4,2,1957.7037743475146,141.50708994783514
996,261259954,test,1,4,2,1970.7587694379556,159.76762465103508
1014,261238874,test,1,4,2,1954.217751604484,135.30764828496396
1032,261238842,test,1,4,2,1939.0584403841622,142.2378953157697
1053,261259943,test,1,4,2,1967.1851559973156,163.95013860419684
1059,261259914,test,1,4,2,1954.9115406068647,166.8641674795739
1067,261257278,test,1,4,2,1937.7013601954693,165.12636413501292
1073,261259861,test,1,4,2,1943.7552031911607,182.75889560018754
1138,261206562,test,1,4,2,1927.0255177399931,130.07347116833992
1149,261204118,test,1,4,2,1898.2696210299562,127.51142179080092
1150,261206546,test,1,4,2,1919.9776096697362,138.06686412716758
1171,261204129,test,1,4,2,1901.6962984395593,122.46046779791297
1175,261156258,test,1,4,2,1891.790583773064,119.60392643973607
1198,261156222,test,1,4,2,1875.220687928137,131.14732271068564
1199,261156208,test,1,4,2,1868.2334839423843,130.97639339652642
1284,261156141,test,1,4,2,1846.9366266250956,154.0881093889602
1398,392013239,test,1,4,2,1863.5522663799738,104.96320075130207
1414,261137251,test,1,4,2,1847.412090052516,83.08305239486508
1418,724120419,test,1,4,2,1847.1095846517487,89.05287816307892
1422,261139627,test,1,4,2,1850.8628728007634,97.11590430980476
1449,261108736,test,1,4,2,1853.47998645512,43.93370238815466
1473,261091733,test,1,4,2,1828.9753186453593,37.15675040640601
1483,261091707,test,1,4,2,1817.1171326522344,36.42187068839434
1487,261091708,test,1,4,2,1820.603829275399,41.2678420006976
1489,261091695,test,1,4,2,1814.2710585683085,41.42206965793984
1514,261137247,test,1,4,2,1839.4611272516202,76.3281859107555
1526,261108647,test,1,4,2,1815.1146799388416,76.09855728273442
1537,261108636,test,1,4,2,1812.160876438318,78.99301296240439
1542,261108617,test,1,4,2,1804.1784879870982,84.42501087033109
1612,392013180,test,1,4,2,1835.7192519130565,125.40243900969298
1618,261139607,test,1,4,2,1840.5861265725255,106.40389516606108
1633,261139571,test,1,4,2,1823.9398294972864,119.56883844792493
1651,392025711,test,1,4,2,1838.1640719356324,133.4472900365822
1664,392013156,test,1,4,2,1823.620755644674,138.05111377082204
1665,392013143,test,1,4,2,1823.0614459951357,142.80155103731025
1671,392025689,test,1,4,2,1835.4152716183105,149.95355057405362
1694,261139543,test,1,4,2,1813.5819129867727,127.16928660780526
1697,261139530,test,1,4,2,1806.668260554507,130.38721007336653
1716,261137128,test,1,4,2,1790.0270557700685,130.08192077624392
1745,261108586,test,1,4,2,1791.2693401449442,95.89903352866614
1763,261108569,test,1,4,2,1781.1671111008563,101.06534275025558
1768,261108532,test,1,4,2,1770.728695524063,111.2901088780411
1773,261106245,test,1,4,2,1769.0003968752123,92.99893881388992
1792,261106220,test,1,4,2,1758.6013146544396,99.00181685182257
1824,261108522,test,1,4,2,1769.2966096185146,118.10026722068486
1825,261108514,test,1,4,2,1766.4380315424394,119.9525791289076
1840,261108472,test,1,4,2,1755.9276885983563,139.5589556903568
1906,261257197,test,1,4,2,1912.528079956987,191.7617368338971
1974,261259744,test,1,4,2,1903.5406018960184,221.9613165454459
